N;K;peaks;maxValue;minValue
7;0;1;0.610531;0.189329
7;0;1;0.542297;0.432967
7;0;1;0.66862;0.407012
7;0;1;0.646744;0.408942
7;0;1;0.72006;0.348972
7;0;1;0.680785;0.285167
7;0;1;0.555033;0.299751
7;0;1;0.560595;0.256467
7;0;1;0.524433;0.244001
7;0;1;0.775047;0.344767
7;0;1;0.699966;0.380816
7;0;1;0.814446;0.470349
7;0;1;0.628054;0.356082
7;0;1;0.594429;0.299659
7;0;1;0.387237;0.218105
7;0;1;0.714656;0.303917
7;0;1;0.716738;0.340337
7;0;1;0.788933;0.370564
7;0;1;0.707094;0.433592
7;0;1;0.601324;0.238508
7;0;1;0.897253;0.622811
7;0;1;0.696899;0.267296
7;0;1;0.63418;0.241037
7;0;1;0.593263;0.246122
7;0;1;0.684623;0.252719
7;0;1;0.644928;0.301355
7;0;1;0.665774;0.364369
7;0;1;0.66847;0.294729
7;0;1;0.653234;0.393226
7;0;1;0.512204;0.199413
7;0;1;0.703755;0.139544
7;0;1;0.708995;0.40465
7;0;1;0.725352;0.331003
7;0;1;0.653799;0.445672
7;0;1;0.644463;0.407401
7;0;1;0.640815;0.404364
7;0;1;0.687136;0.230609
7;0;1;0.606368;0.383048
7;0;1;0.690944;0.378294
7;0;1;0.745127;0.299368
7;0;1;0.667726;0.272299
7;0;1;0.573681;0.199727
7;0;1;0.662638;0.280508
7;0;1;0.754957;0.330836
7;0;1;0.821494;0.517175
7;0;1;0.664106;0.184705
7;0;1;0.599352;0.380565
7;0;1;0.61514;0.285784
7;0;1;0.564797;0.391165
7;0;1;0.575122;0.16213
7;0;1;0.547847;0.243416
7;0;1;0.821461;0.420873
7;0;1;0.675425;0.580982
7;0;1;0.58933;0.211258
7;0;1;0.721013;0.257482
7;0;1;0.723833;0.448503
7;0;1;0.710715;0.242563
7;0;1;0.81331;0.490731
7;0;1;0.546519;0.328607
7;0;1;0.76169;0.391575
7;0;1;0.670233;0.358362
7;0;1;0.68816;0.463394
7;0;1;0.595481;0.285053
7;0;1;0.494658;0.22945
7;0;1;0.621298;0.287758
7;0;1;0.730189;0.257542
7;0;1;0.689587;0.40742
7;0;1;0.715495;0.266029
7;0;1;0.729347;0.425853
7;0;1;0.799334;0.279251
7;0;1;0.636431;0.461425
7;0;1;0.803048;0.501323
7;0;1;0.605184;0.320733
7;0;1;0.578053;0.260323
7;0;1;0.474;0.239479
7;0;1;0.543168;0.229084
7;0;1;0.490757;0.216942
7;0;1;0.748671;0.349506
7;0;1;0.769625;0.317283
7;0;1;0.741409;0.426744
7;0;1;0.793252;0.479335
7;0;1;0.572232;0.330339
7;0;1;0.654596;0.20634
7;0;1;0.545668;0.227932
7;0;1;0.685606;0.302419
7;0;1;0.724165;0.275479
7;0;1;0.747286;0.312688
7;0;1;0.558415;0.250176
7;0;1;0.660186;0.260683
7;0;1;0.673789;0.393628
7;0;1;0.6291;0.275088
7;0;1;0.663679;0.412639
7;0;1;0.733965;0.283749
7;0;1;0.727817;0.350528
7;0;1;0.595822;0.193057
7;0;1;0.728661;0.432371
7;0;1;0.471366;0.18798
7;0;1;0.566109;0.255744
7;0;1;0.808974;0.357809
7;0;1;0.520097;0.239586
7;0;1;0.627232;0.464261
7;0;1;0.660561;0.355386
7;0;1;0.726912;0.611189
7;0;1;0.797099;0.356394
7;0;1;0.624828;0.403271
7;0;1;0.673854;0.282786
7;0;1;0.785514;0.484122
7;0;1;0.695691;0.42833
7;0;1;0.678557;0.318411
7;0;1;0.59322;0.340337
7;0;1;0.597817;0.223328
7;0;1;0.521666;0.185324
7;0;1;0.653472;0.233285
7;0;1;0.71496;0.529628
7;0;1;0.775123;0.281973
7;0;1;0.729184;0.395599
7;0;1;0.693046;0.274476
7;0;1;0.53727;0.299532
7;0;1;0.714116;0.441754
7;0;1;0.634216;0.292292
7;0;1;0.709974;0.322187
7;0;1;0.577066;0.245322
7;0;1;0.677216;0.216208
7;0;1;0.531119;0.298405
7;0;1;0.378649;0.214721
7;0;1;0.705672;0.206889
7;0;1;0.596461;0.316413
7;0;1;0.745093;0.253922
7;0;1;0.603148;0.320132
7;0;1;0.685127;0.284692
7;0;1;0.709995;0.459733
7;0;1;0.528918;0.326411
7;0;1;0.519535;0.232156
7;0;1;0.619412;0.334
7;0;1;0.598675;0.252386
7;0;1;0.77447;0.227253
7;0;1;0.624358;0.217199
7;0;1;0.611632;0.365556
7;0;1;0.708412;0.38682
7;0;1;0.699604;0.234102
7;0;1;0.748278;0.340671
7;0;1;0.590369;0.416059
7;0;1;0.661244;0.274596
7;0;1;0.64066;0.279295
7;0;1;0.614117;0.223973
7;0;1;0.727034;0.293174
7;0;1;0.632632;0.327121
7;0;1;0.810802;0.485781
7;0;1;0.54646;0.236728
7;0;1;0.503017;0.349269
7;0;1;0.658213;0.345794
7;0;1;0.614218;0.417055
7;0;1;0.628723;0.364337
7;0;1;0.749282;0.325746
7;0;1;0.58446;0.212829
7;0;1;0.726768;0.444119
7;0;1;0.734454;0.375754
7;0;1;0.733115;0.263641
7;0;1;0.761769;0.284851
7;0;1;0.469878;0.188539
7;0;1;0.714932;0.386402
7;0;1;0.777565;0.373315
7;0;1;0.608567;0.228647
7;0;1;0.716806;0.344207
7;0;1;0.656485;0.321291
7;0;1;0.526607;0.3548
7;0;1;0.539253;0.278728
7;0;1;0.722999;0.428842
7;0;1;0.546139;0.24815
7;0;1;0.570495;0.140457
7;0;1;0.663129;0.345464
7;0;1;0.673101;0.300105
7;0;1;0.709136;0.276281
7;0;1;0.726298;0.262274
7;0;1;0.658894;0.279877
7;0;1;0.638542;0.356996
7;0;1;0.769615;0.279599
7;0;1;0.509691;0.304187
7;0;1;0.517192;0.300975
7;0;1;0.6061;0.269521
7;0;1;0.64849;0.443679
7;0;1;0.670848;0.269233
7;0;1;0.658678;0.298248
7;0;1;0.602369;0.202844
7;0;1;0.771524;0.517892
7;0;1;0.600059;0.282865
7;0;1;0.721185;0.313575
7;0;1;0.77502;0.371995
7;0;1;0.737128;0.417965
7;0;1;0.846583;0.390524
7;0;1;0.80741;0.314559
7;0;1;0.825294;0.436171
7;0;1;0.499018;0.150042
7;0;1;0.454104;0.173756
7;0;1;0.764854;0.398004
7;0;1;0.719891;0.434942
7;0;1;0.816696;0.520674
7;0;1;0.653632;0.393807
7;0;1;0.768558;0.31801
7;0;1;0.678992;0.419331
7;0;1;0.749647;0.383802
7;0;1;0.527578;0.369775
7;0;1;0.616838;0.392652
7;0;1;0.738486;0.417824
7;0;1;0.715977;0.202245
7;0;1;0.801019;0.275078
7;0;1;0.622183;0.306131
7;0;1;0.69945;0.3858
7;0;1;0.661657;0.3154
7;0;1;0.719171;0.310327
7;0;1;0.583612;0.32864
7;0;1;0.603812;0.265146
7;0;1;0.6488;0.266336
7;0;1;0.691424;0.270773
7;0;1;0.594153;0.381909
7;0;1;0.734016;0.380681
7;0;1;0.678557;0.340497
7;0;1;0.488551;0.223196
7;0;1;0.599218;0.327604
7;0;1;0.559062;0.29194
7;0;1;0.670701;0.341819
7;0;1;0.825166;0.476757
7;0;1;0.656581;0.260318
7;0;1;0.77244;0.504575
7;0;1;0.661829;0.418276
7;0;1;0.735712;0.415606
7;0;1;0.610975;0.176821
7;0;1;0.499243;0.243444
7;0;1;0.5708;0.268956
7;0;1;0.775053;0.403943
7;0;1;0.675714;0.404663
7;0;1;0.591057;0.273428
7;0;1;0.793103;0.461091
7;0;1;0.792999;0.313237
7;0;1;0.809291;0.25736
7;0;1;0.754064;0.272287
7;0;1;0.699256;0.454318
7;0;1;0.823318;0.363897
7;0;1;0.61407;0.232151
7;0;1;0.583282;0.297445
7;0;1;0.77117;0.377402
7;0;1;0.751314;0.259908
7;0;1;0.72198;0.375119
7;0;1;0.752918;0.482186
7;0;1;0.738917;0.328769
7;0;1;0.630794;0.239763
7;0;1;0.698406;0.362514
7;0;1;0.459351;0.129164
7;0;1;0.464179;0.148388
7;0;1;0.741673;0.372968
7;0;1;0.604623;0.227457
7;0;1;0.570383;0.246275
7;0;1;0.611153;0.40048
7;0;1;0.562413;0.289597
7;0;1;0.696695;0.375674
7;0;1;0.57061;0.215659
7;0;1;0.789008;0.446485
7;0;1;0.634153;0.351042
7;0;1;0.720852;0.343705
7;0;1;0.680132;0.409319
7;0;1;0.778021;0.384749
7;0;1;0.562931;0.36723
7;0;1;0.502265;0.292687
7;0;1;0.547848;0.25786
7;0;1;0.793646;0.387307
7;0;1;0.826689;0.452143
7;0;1;0.690387;0.374382
7;0;1;0.696933;0.217365
7;0;1;0.722273;0.291825
7;0;1;0.737602;0.306449
7;0;1;0.711325;0.430642
7;0;1;0.64707;0.385933
7;0;1;0.610297;0.317558
7;0;1;0.684397;0.314322
7;0;1;0.626902;0.49283
7;0;1;0.747474;0.230273
7;0;1;0.665497;0.250987
7;0;1;0.827742;0.31579
7;0;1;0.782888;0.377596
7;0;1;0.592047;0.193441
7;0;1;0.573976;0.349994
7;0;1;0.630814;0.326106
7;0;1;0.513456;0.216883
7;0;1;0.706241;0.304671
7;0;1;0.774965;0.400186
7;0;1;0.728925;0.389598
7;0;1;0.618608;0.255597
7;0;1;0.621509;0.328885
7;0;1;0.40309;0.151018
7;0;1;0.670008;0.48434
7;0;1;0.792423;0.351715
7;0;1;0.843994;0.429243
7;0;1;0.742807;0.477382
7;0;1;0.45555;0.269735
7;0;1;0.74697;0.24761
7;0;1;0.642101;0.331755
7;0;1;0.610942;0.341717
7;0;1;0.521898;0.299298
7;0;1;0.528998;0.30835
7;0;1;0.844558;0.20055
7;0;1;0.699692;0.3389
7;0;1;0.765595;0.529002
7;0;1;0.72546;0.343763
7;0;1;0.650295;0.382925
7;0;1;0.635336;0.458351
7;0;1;0.636554;0.282078
7;0;1;0.641033;0.381867
7;0;1;0.655911;0.466103
7;0;1;0.578004;0.340502
7;0;1;0.6375;0.337059
7;0;1;0.741886;0.222566
7;0;1;0.644316;0.383687
7;0;1;0.781349;0.414665
7;0;1;0.606083;0.305259
7;0;1;0.798759;0.386067
7;0;1;0.751815;0.417449
7;0;1;0.705551;0.327826
7;0;1;0.636527;0.386821
7;0;1;0.658575;0.305671
7;0;1;0.720931;0.373424
7;0;1;0.621065;0.251395
7;0;1;0.570464;0.32493
7;0;1;0.644419;0.26626
7;0;1;0.822707;0.253061
7;0;1;0.858662;0.345749
7;0;1;0.710714;0.471638
7;0;1;0.741183;0.397383
7;0;1;0.738025;0.390709
7;0;1;0.764408;0.273689
7;0;1;0.682363;0.373038
7;0;1;0.589692;0.416078
7;0;1;0.59965;0.304672
7;0;1;0.558583;0.273354
7;0;1;0.573113;0.205612
7;0;1;0.702978;0.414869
7;0;1;0.626587;0.276173
7;0;1;0.792776;0.553164
7;0;1;0.662646;0.276346
7;0;1;0.604265;0.401391
7;0;1;0.780259;0.440624
7;0;1;0.730218;0.392359
7;0;1;0.58859;0.355996
7;0;1;0.640892;0.388983
7;0;1;0.633288;0.363995
7;0;1;0.547101;0.301526
7;0;1;0.654608;0.337332
7;0;1;0.594954;0.270653
7;0;1;0.652376;0.402996
7;0;1;0.775629;0.404182
7;0;1;0.664115;0.331821
7;0;1;0.595825;0.360703
7;0;1;0.783959;0.369316
7;0;1;0.652079;0.418086
7;0;1;0.597096;0.144572
7;0;1;0.639566;0.394505
7;0;1;0.625525;0.348348
7;0;1;0.747293;0.219302
7;0;1;0.706009;0.31364
7;0;1;0.514598;0.271348
7;0;1;0.822538;0.45614
7;0;1;0.7661;0.482087
7;0;1;0.723334;0.235235
7;0;1;0.503326;0.191478
7;0;1;0.634042;0.300868
7;0;1;0.592608;0.205043
7;0;1;0.781707;0.385361
7;0;1;0.674897;0.383587
7;0;1;0.614018;0.359978
7;0;1;0.494927;0.366854
7;0;1;0.815375;0.398726
7;0;1;0.599126;0.208171
7;0;1;0.646428;0.346949
7;0;1;0.621857;0.245382
7;0;1;0.7253;0.355157
7;0;1;0.823794;0.378593
7;0;1;0.613728;0.208231
7;0;1;0.736713;0.38556
7;0;1;0.687559;0.334599
7;0;1;0.48211;0.217887
7;0;1;0.635987;0.439403
7;0;1;0.670261;0.254194
7;0;1;0.575785;0.232204
7;0;1;0.60799;0.321499
7;0;1;0.762943;0.403339
7;0;1;0.59308;0.292323
7;0;1;0.645692;0.349171
7;0;1;0.775458;0.288146
7;0;1;0.643197;0.377219
7;0;1;0.590211;0.33617
7;0;1;0.753503;0.494934
7;0;1;0.717227;0.39334
7;0;1;0.698422;0.291575
7;0;1;0.67258;0.268416
7;0;1;0.688581;0.274045
7;0;1;0.800942;0.512939
7;0;1;0.769446;0.286661
7;0;1;0.751594;0.302127
7;0;1;0.555637;0.405677
7;0;1;0.645864;0.370555
7;0;1;0.666237;0.319412
7;0;1;0.514368;0.319036
7;0;1;0.722209;0.468715
7;0;1;0.656454;0.319951
7;0;1;0.557431;0.332969
7;0;1;0.746237;0.297701
7;0;1;0.673139;0.342868
7;0;1;0.849543;0.586313
7;0;1;0.603516;0.397994
7;0;1;0.799656;0.476732
7;0;1;0.635769;0.356007
7;0;1;0.740272;0.289696
7;0;1;0.472868;0.360874
7;0;1;0.601177;0.275261
7;0;1;0.683219;0.264394
7;0;1;0.753415;0.368187
7;0;1;0.627583;0.217256
7;0;1;0.627287;0.337661
7;0;1;0.703423;0.354517
7;0;1;0.556523;0.228002
7;0;1;0.559898;0.265285
7;0;1;0.787956;0.383062
7;0;1;0.652784;0.430959
7;0;1;0.761772;0.335211
7;0;1;0.779159;0.348849
7;0;1;0.748584;0.302381
7;0;1;0.775643;0.348424
7;0;1;0.672939;0.322764
7;0;1;0.726317;0.302679
7;0;1;0.73421;0.362003
7;0;1;0.676949;0.258286
7;0;1;0.640606;0.515558
7;0;1;0.456118;0.281061
7;0;1;0.849814;0.36116
7;0;1;0.661817;0.264052
7;0;1;0.723211;0.475359
7;0;1;0.72585;0.398078
7;0;1;0.538438;0.2734
7;0;1;0.599367;0.309563
7;0;1;0.573859;0.274076
7;0;1;0.629549;0.235774
7;0;1;0.533461;0.282507
7;0;1;0.681049;0.40634
7;0;1;0.641075;0.39985
7;0;1;0.807251;0.376366
7;0;1;0.731495;0.250855
7;0;1;0.590162;0.409748
7;0;1;0.570926;0.266547
7;0;1;0.664515;0.385444
7;0;1;0.72743;0.367954
7;0;1;0.743985;0.346468
7;0;1;0.705456;0.362039
7;0;1;0.57833;0.318045
7;0;1;0.585751;0.336523
7;0;1;0.842701;0.419801
7;0;1;0.721651;0.338816
7;0;1;0.719109;0.36127
7;0;1;0.635245;0.353691
7;0;1;0.634994;0.423302
7;0;1;0.760014;0.411232
7;0;1;0.662368;0.408743
7;0;1;0.645788;0.342916
7;0;1;0.570929;0.335659
7;0;1;0.641345;0.24868
7;0;1;0.69219;0.318744
7;0;1;0.733911;0.319576
7;0;1;0.650854;0.301719
7;0;1;0.528915;0.313621
7;0;1;0.606508;0.305483
7;0;1;0.828156;0.331654
7;0;1;0.679073;0.371882
7;0;1;0.61855;0.37414
7;0;1;0.721602;0.412856
7;0;1;0.484276;0.174002
7;0;1;0.635082;0.348841
7;0;1;0.594435;0.403893
7;0;1;0.717591;0.304972
7;0;1;0.735714;0.354812
7;0;1;0.76957;0.252475
7;0;1;0.649007;0.409527
7;0;1;0.751722;0.459513
7;0;1;0.739991;0.39265
7;0;1;0.587922;0.151768
7;0;1;0.623703;0.328276
7;0;1;0.688752;0.316735
7;0;1;0.711901;0.414049
7;0;1;0.620953;0.230104
7;0;1;0.579674;0.234165
7;0;1;0.668058;0.304888
7;0;1;0.758706;0.440974
7;0;1;0.587542;0.354006
7;0;1;0.714944;0.427832
7;0;1;0.771232;0.401003
7;0;1;0.70449;0.318612
7;0;1;0.693044;0.260849
7;0;1;0.638337;0.396968
7;0;1;0.867944;0.431146
7;0;1;0.599189;0.312696
7;0;1;0.703528;0.23009
7;0;1;0.594555;0.22952
7;0;1;0.671398;0.309133
7;0;1;0.562633;0.224431
7;0;1;0.609521;0.319861
7;0;1;0.666344;0.43859
7;0;1;0.613645;0.499404
7;0;1;0.779426;0.529602
7;0;1;0.492239;0.234202
7;0;1;0.662044;0.284318
7;0;1;0.620546;0.288548
7;0;1;0.746494;0.337058
7;0;1;0.654879;0.195857
7;0;1;0.520065;0.262087
7;0;1;0.780958;0.389518
7;0;1;0.614326;0.25606
7;0;1;0.730693;0.321512
7;0;1;0.540371;0.219523
7;0;1;0.546905;0.287834
7;0;1;0.644336;0.365668
7;0;1;0.582078;0.286352
7;0;1;0.583917;0.339662
7;0;1;0.546751;0.352044
7;0;1;0.790276;0.362863
7;0;1;0.685543;0.283292
7;0;1;0.550082;0.199864
7;0;1;0.675452;0.318636
7;0;1;0.736437;0.489867
7;0;1;0.735035;0.442218
7;0;1;0.618413;0.339957
7;0;1;0.563226;0.297397
7;0;1;0.778918;0.386609
7;0;1;0.743796;0.320568
7;0;1;0.635478;0.284312
7;0;1;0.688871;0.42673
7;0;1;0.563349;0.203466
7;0;1;0.766125;0.449727
7;0;1;0.446937;0.228952
7;0;1;0.68405;0.285241
7;0;1;0.536463;0.287149
7;0;1;0.6366;0.357081
7;0;1;0.663671;0.201108
7;0;1;0.556203;0.362519
7;0;1;0.744583;0.486411
7;0;1;0.581757;0.323111
7;0;1;0.583487;0.186876
7;0;1;0.779609;0.304234
7;0;1;0.635765;0.263644
7;0;1;0.580327;0.399196
7;0;1;0.657469;0.348016
7;0;1;0.788606;0.220454
7;0;1;0.543968;0.322897
7;0;1;0.767908;0.446034
7;0;1;0.558697;0.259927
7;0;1;0.655982;0.319578
7;0;1;0.5749;0.312123
7;0;1;0.68575;0.370061
7;0;1;0.616392;0.339046
7;0;1;0.557713;0.290832
7;0;1;0.694584;0.285661
7;0;1;0.714155;0.372955
7;0;1;0.834842;0.313534
7;0;1;0.561372;0.422831
7;0;1;0.746526;0.457781
7;0;1;0.761268;0.351289
7;0;1;0.779529;0.435573
7;0;1;0.737838;0.380751
7;0;1;0.640471;0.240141
7;0;1;0.509438;0.277861
7;0;1;0.567409;0.258765
7;0;1;0.395274;0.17371
7;0;1;0.766097;0.476292
7;0;1;0.758376;0.327302
7;0;1;0.653748;0.383131
7;0;1;0.616376;0.393528
